"","Pearl","Escambia","Choctawhatchee","Ochlockonee","Aucilla","Ecofina River","Waccasassa","Withlacoochee","Manatee","Little Manatee","Hillsborough","Alafia","Myakka","Peace","St. Marys","Nassau","Satilla","St. Johns","Altamaha","Ogeechee","Savannah","Coosawatchie","Salkehatchie","Edisto","Loxahatchee","Cooper","Santee","Pee Dee","Cape Fear","New","White Oak","Potomac","Neuse","Pamlico-Tar","Rappahannock","James","York","Roanoke","Chowan","Patuxent","Perquimmans","Pasquotank","Chester-Sassafras","Susquehanna","Alligator","Transquaking","Blackwater","Choptank","Nanticoke","Wicomico","Pokomoke-Western Lower Delmarva","Delaware","Mullica","Raritan","Metedeconk","Manasquan","Shark","Hudson","Nissequogue","Housatonic","Farm","Hammonasset","Menunketesuck","Connecticut","Thames","Pawcatuck","Blackstone-Providence","Palmer","St Lawrence","Sakonnet","Taunton","Paskamanset","Merrimack","Saco","Nonesuch","Kennebec","Sheepscot","Penobscot","Manicouagan","Pleasant","St. Croix","Restigouche","St Marguerite","St John","Tusket","George","Miramichi","Annapolis","Richibucto","Mersey","Petitcodiac","Medway","Cornwallis","LaHave","Maccan-Hebert-LaPlanche","Avon","Kennetcook","Romaine","Philip","Shubenacadie","Musquodoboit","John","St Mary's","Natashquan","Margaree","Kanairiktok","Churchill","Mira","Humber","Eagle","Exploits","Gander"
"Nissequogue",3575.52902953476,3357.64054162144,3358.49280711949,3220.5846748016,3210.01653194771,3211.85586433463,3120.10135502384,3121.80647927103,2920.97404764386,2942.82225355887,2954.73895852499,2954.08130474834,2827.55644259314,2833.80350672743,1752.28868761287,1746.37662622636,1751.41443251779,1747.02487829733,1687.54563933924,1643.25896998084,1643.27806433983,1601.26895036441,1591.29735052203,1597.71657945335,2060.40519024881,1483.00973619692,1400.93214223695,1401.67357679584,1298.45935812475,1185.19734535989,1182.30406694629,993.931729029691,1090.38844061567,1096.74395913687,933.147937272895,886.655000155607,892.197765749862,948.458435857868,944.77313917776,963.51796933871,921.61269021834,900.623905394829,1016.35091395838,1069.18901417632,905.038546541361,934.589096312867,932.423975750477,950.837328751812,932.543500789138,918.267833135373,886.698697578806,712.853258326157,516.727901376515,460.188522504938,434.476685382423,432.651526650308,432.242827894268,523.665913550954,340.355608547638,324.860995909123,303.974341863716,239.687712636535,233.576767494416,224.195660204266,202.29445207808,190.289955754162,276.235098006269,263.667554891431,3227.73510962161,235.650255754603,273.57235325084,251.775262640652,571.703628252815,657.662583465756,656.126051031704,744.844687168637,745.001840090573,858.442585118544,2908.96710645016,921.565814504025,1052.93880979877,2647.9252021686,2855.28417901199,1089.17875660576,1335.20351849172,4922.21945202821,2521.66081088525,1096.37739810239,2476.76530491715,1505.86640935981,1211.20483326994,1499.68242022184,1190.71023699242,1497.2815973375,1222.21391189447,1206.80579120978,1210.59436377496,2948.31842695329,2408.64772361551,1263.34139168483,1611.84767041066,2408.83594820242,1724.78472938364,2950.50995035209,2186.33138985076,4085.2781538663,4017.98335219361,1979.42412789956,3525.64867619378,3829.16435374743,3955.74987599259,3935.57164798497
"Housatonic",3560.03441689625,3342.14592898292,3342.99819448097,3205.09006216309,3194.52191930919,3196.36125169612,3104.60674238533,3106.31186663251,2905.47943500534,2927.32764092035,2939.24434588648,2938.58669210982,2812.06182995462,2818.30889408891,1736.79407497436,1730.88201358785,1735.91981987927,1731.53026565881,1672.05102670073,1627.76435734233,1627.78345170131,1585.77433772589,1575.80273788351,1582.22196681483,2044.9105776103,1467.5151235584,1385.43752959844,1386.17896415733,1282.96474548624,1169.70273272138,1166.80945430778,978.437116391177,1074.89382797716,1081.24934649836,917.65332463438,871.160387517092,876.703153111347,932.963823219353,929.278526539245,948.023356700196,906.118077579825,885.129292756314,1000.85630131986,1053.69440153781,889.543933902846,919.094483674352,916.929363111962,935.342716113298,917.048888150623,902.773220496858,871.204084940291,697.358645687642,501.233288738,444.693909866423,418.982072743908,417.156914011793,416.748215255753,508.171300912439,324.860995909123,309.366383270608,288.479729225201,224.19309999802,218.082154855901,208.701047565752,186.799839439565,174.795343115647,260.740485367754,248.172942252916,3212.24049698309,220.155643116088,258.077740612325,236.280650002137,556.2090156143,642.167970827241,640.631438393189,729.350074530122,729.507227452058,842.947972480029,2893.47249381165,906.07120186551,1037.44419716025,2632.43058953008,2839.78956637347,1073.68414396724,1319.70890585321,4906.72483938969,2506.16619824674,1080.88278546387,2461.27069227863,1490.3717967213,1195.71022063143,1484.18780758332,1175.21562435391,1481.78698469899,1206.71929925595,1191.31117857127,1195.09975113644,2932.82381431477,2393.15311097699,1247.84677904632,1596.35305777214,2393.3413355639,1709.29011674512,2935.01533771358,2170.83677721224,4069.78354122778,4002.48873955509,1963.92951526105,3510.15406355527,3813.66974110892,3940.25526335408,3920.07703534645
"Farm",3539.14776285084,3321.25927493751,3322.11154043557,3184.20340811768,3173.63526526378,3175.47459765071,3083.72008833992,3085.42521258711,2884.59278095993,2906.44098687494,2918.35769184107,2917.70003806442,2791.17517590921,2797.42224004351,1715.90742092895,1709.99535954244,1715.03316583387,1710.6436116134,1651.16437265532,1606.87770329692,1606.8967976559,1564.88768368049,1554.91608383811,1561.33531276943,2024.02392356489,1446.62846951299,1364.55087555303,1365.29231011192,1262.07809144083,1148.81607867597,1145.92280026237,957.550462345769,1054.00717393175,1060.36269245295,896.766670588973,850.273733471685,855.81649906594,912.077169173946,908.391872493838,927.136702654788,885.231423534418,864.242638710907,979.969647274455,1032.8077474924,868.657279857439,898.207829628945,896.042709066555,914.45606206789,896.162234105216,881.886566451451,850.317430894884,676.471991642235,480.346634692593,423.807255821016,398.095418698501,396.270259966386,395.861561210346,487.284646867032,303.974341863716,288.479729225201,267.593075179794,203.306445952613,197.195500810494,187.814393520345,165.913185394158,153.90868907024,239.853831322347,227.286288207509,3191.35384293769,199.268989070681,237.191086566918,215.39399595673,535.322361568893,621.281316781834,619.744784347782,708.463420484715,708.620573406651,822.061318434623,2872.58583976624,885.184547820103,1016.55754311484,2611.54393548467,2818.90291232807,1052.79748992183,1298.8222518078,4885.83818534428,2485.27954420133,1059.99613141846,2440.38403823323,1469.48514267589,1174.82356658602,1463.30115353792,1154.3289703085,1460.90033065358,1185.83264521054,1170.42452452586,1174.21309709104,2911.93716026936,2372.26645693159,1226.96012500091,1575.46640372674,2372.45468151849,1688.40346269972,2914.12868366817,2149.95012316683,4048.89688718238,3981.60208550969,1943.04286121564,3489.26740950986,3792.78308706351,3919.36860930867,3899.19038130105
"Hammonasset",3474.86113362366,3256.97264571033,3257.82491120839,3119.9167788905,3109.3486360366,3111.18796842353,3019.43345911274,3021.13858335992,2820.30615173275,2842.15435764776,2854.07106261389,2853.41340883724,2726.88854668203,2733.13561081633,1651.62079170177,1645.70873031526,1650.74653660668,1646.35698238622,1586.87774342814,1542.59107406974,1542.61016842872,1500.60105445331,1490.62945461092,1497.04868354225,1959.73729433771,1382.34184028581,1300.26424632585,1301.00568088474,1197.79146221365,1084.52944944879,1081.63617103519,893.263833118588,989.720544704571,996.076063225768,832.480041361792,785.987104244504,791.529869838759,847.790539946765,844.105243266657,862.850073427607,820.944794307237,799.956009483726,915.683018047274,968.521118265221,804.370650630258,833.921200401764,831.756079839374,850.169432840709,831.875604878035,817.59993722427,786.030801667703,612.185362415054,416.060005465412,359.520626593834,333.80878947132,331.983630739205,331.574931983165,422.998017639851,239.687712636535,224.19309999802,203.306445952613,139.019816725432,132.908871583313,123.527764293163,101.626556166977,89.6220598430592,175.567202095166,162.999658980328,3127.06721371051,134.982359843499,172.904457339737,151.107366729549,471.035732341712,556.994687554653,555.458155120601,644.176791257534,644.33394417947,757.774689207441,2808.29921053906,820.897918592922,952.270913887663,2547.25730625749,2754.61628310089,988.510860694653,1234.53562258062,4821.5515561171,2420.99291497415,995.709502191282,2376.09740900605,1405.19851344871,1110.53693735884,1399.01452431074,1090.04234108132,1396.6137014264,1121.54601598336,1106.13789529868,1109.92646786386,2847.65053104218,2307.97982770441,1162.67349577373,1511.17977449955,2308.16805229131,1624.11683347254,2849.84205444099,2085.66349393965,3984.6102579552,3917.3154562825,1878.75623198846,3424.98078028268,3728.49645783633,3855.08198008149,3834.90375207386
"Menunketesuck",3468.75018848154,3250.86170056821,3251.71396606627,3113.80583374838,3103.23769089448,3105.07702328141,3013.32251397062,3015.02763821781,2814.19520659063,2836.04341250564,2847.96011747177,2847.30246369512,2720.77760153991,2727.02466567421,1645.50984655965,1639.59778517314,1644.63559146457,1640.2460372441,1580.76679828602,1536.48012892762,1536.4992232866,1494.49010931119,1484.51850946881,1490.93773840013,1953.62634919559,1376.23089514369,1294.15330118373,1294.89473574262,1191.68051707153,1078.41850430667,1075.52522589307,887.152887976469,983.609599562452,989.965118083649,826.369096219673,779.876159102385,785.41892469664,841.679594804645,837.994298124538,856.739128285488,814.833849165118,793.845064341607,909.572072905155,962.410173123101,798.259705488139,827.810255259645,825.645134697255,844.05848769859,825.764659735916,811.488992082151,779.919856525584,606.074417272935,409.949060323293,353.409681451716,327.697844329201,325.872685597086,325.463986841046,416.887072497732,233.576767494416,218.082154855901,197.195500810494,132.908871583313,126.797926441194,117.416819151044,95.5156110248577,83.5111147009402,169.456256953047,156.888713838209,3120.95626856839,128.871414701381,166.793512197618,144.99642158743,464.924787199593,550.883742412533,549.347209978482,638.065846115415,638.222999037351,751.663744065322,2802.18826539694,814.786973450803,946.159968745544,2541.14636111537,2748.50533795877,982.399915552534,1228.4246774385,4815.44061097498,2414.88196983203,989.598557049163,2369.98646386393,1399.08756830659,1104.42599221672,1392.90357916862,1083.9313959392,1390.50275628428,1115.43507084124,1100.02695015656,1103.81552272174,2841.53958590006,2301.86888256229,1156.56255063161,1505.06882935744,2302.05710714919,1618.00588833042,2843.73110929887,2079.55254879753,3978.49931281308,3911.20451114039,1872.64528684634,3418.86983514056,3722.38551269421,3848.97103493937,3828.79280693175
"Connecticut",3459.36908119139,3241.48059327807,3242.33285877612,3104.42472645823,3093.85658360433,3095.69591599126,3003.94140668047,3005.64653092766,2804.81409930048,2826.66230521549,2838.57901018162,2837.92135640497,2711.39649424977,2717.64355838406,1636.1287392695,1630.21667788299,1635.25448417442,1630.86492995395,1571.38569099587,1527.09902163747,1527.11811599646,1485.10900202104,1475.13740217866,1481.55663110998,1944.24524190544,1366.84978785354,1284.77219389358,1285.51362845247,1182.29940978138,1069.03739701652,1066.14411860292,877.77178068632,974.228492272302,980.584010793499,816.987988929523,770.495051812235,776.03781740649,832.298487514496,828.613190834388,847.358020995339,805.452741874969,784.463957051458,900.190965615005,953.029065832952,788.87859819799,818.429147969495,816.264027407105,834.677380408441,816.383552445766,802.107884792001,770.538749235434,596.693309982786,400.567953033143,344.028574161566,318.316737039052,316.491578306937,316.082879550896,407.505965207583,224.195660204266,208.701047565752,187.814393520345,123.527764293163,117.416819151044,108.035711860895,86.1345037347083,74.1300074107908,160.075149662898,147.50760654806,3111.57516127824,119.490307411231,157.412404907468,135.61531429728,455.543679909444,541.502635122384,539.966102688332,628.684738825266,628.841891747201,742.282636775173,2792.80715810679,805.405866160653,936.778861455394,2531.76525382522,2739.12423066862,973.018808262385,1219.04357014835,4806.05950368483,2405.50086254188,980.217449759014,2360.60535657378,1389.70646101644,1095.04488492657,1383.52247187847,1074.55028864905,1381.12164899413,1106.0539635511,1090.64584286641,1094.43441543159,2832.15847860991,2292.48777527214,1147.18144334146,1495.68772206729,2292.67599985904,1608.62478104027,2834.35000200872,2070.17144150738,3969.11820552293,3901.82340385024,1863.26417955619,3409.48872785041,3713.00440540406,3839.58992764922,3819.4116996416
"Thames",3437.4678730652,3219.57938515188,3220.43165064993,3082.52351833204,3071.95537547815,3073.79470786507,2982.04019855428,2983.74532280147,2782.9128911743,2804.76109708931,2816.67780205543,2816.02014827878,2689.49528612358,2695.74235025787,1614.22753114331,1608.3154697568,1613.35327604823,1608.96372182777,1549.48448286969,1505.19781351129,1505.21690787027,1463.20779389485,1453.23619405247,1459.65542298379,1922.34403377925,1344.94857972736,1262.87098576739,1263.61242032628,1160.3982016552,1047.13618889033,1044.24291047673,855.870572560133,952.327284146116,958.682802667313,795.086780803336,748.593843686048,754.136609280303,810.397279388309,806.711982708201,825.456812869152,783.551533748782,762.562748925271,878.289757488818,931.127857706765,766.977390071803,796.527939843308,794.362819280918,812.776172282254,794.482344319579,780.206676665814,748.637541109247,574.792101856599,378.666744906957,322.127366035379,296.415528912865,294.59037018075,294.181671424709,385.604757081396,202.29445207808,186.799839439565,165.913185394158,101.626556166977,95.5156110248577,86.1345037347083,64.2332956085216,52.2287992846041,138.173941536711,125.606398421873,3089.67395315205,97.5890992850444,135.511196781282,113.714106171094,433.642471783257,519.601426996197,518.064894562146,606.783530699079,606.940683621015,720.381428648986,2770.90594998061,783.504658034467,914.877653329208,2509.86404569904,2717.22302254243,951.117600136198,1197.14236202217,4784.15829555865,2383.59965441569,958.316241632827,2338.70414844759,1367.80525289025,1073.14367680039,1361.62126375228,1052.64908052287,1359.22044086794,1084.15275542491,1068.74463474022,1072.5332073054,2810.25727048373,2270.58656714595,1125.28023521527,1473.7865139411,2270.77479173286,1586.72357291408,2812.44879388254,2048.2702333812,3947.21699739674,3879.92219572405,1841.36297143,3387.58751972423,3691.10319727787,3817.68871952304,3797.51049151541
"Pawcatuck",3425.46337674129,3207.57488882796,3208.42715432601,3070.51902200812,3059.95087915423,3061.79021154115,2970.03570223036,2971.74082647755,2770.90839485038,2792.75660076539,2804.67330573152,2804.01565195486,2677.49078979966,2683.73785393395,1602.2230348194,1596.31097343289,1601.34877972431,1596.95922550385,1537.47998654577,1493.19331718737,1493.21241154635,1451.20329757093,1441.23169772855,1447.65092665987,1910.33953745534,1332.94408340344,1250.86648944348,1251.60792400237,1148.39370533128,1035.13169256642,1032.23841415282,843.866076236216,940.322787822198,946.678306343395,783.082284479419,736.589347362131,742.132112956386,798.392783064392,794.707486384284,813.452316545235,771.547037424864,750.558252601353,866.285261164901,919.123361382848,754.972893747886,784.523443519391,782.358322957001,800.771675958337,782.477847995662,768.202180341897,736.63304478533,562.787605532682,366.662248583039,310.122869711462,284.411032588948,282.585873856833,282.177175100792,373.600260757478,190.289955754162,174.795343115647,153.90868907024,89.6220598430592,83.5111147009402,74.1300074107908,52.2287992846041,40.2243029606866,126.169445212794,113.601902097956,3077.66945682813,85.5846029611269,123.506700457364,101.709609847176,421.63797545934,507.59693067228,506.060398238228,594.779034375161,594.936187297097,708.376932325069,2758.90145365669,771.500161710549,902.87315700529,2497.85954937512,2705.21852621851,939.11310381228,1185.13786569825,4772.15379923473,2371.59515809177,946.311745308909,2326.69965212367,1355.80075656634,1061.13918047647,1349.61676742836,1040.64458419895,1347.21594454403,1072.14825910099,1056.74013841631,1060.52871098148,2798.25277415981,2258.58207082203,1113.27573889136,1461.78201761718,2258.77029540894,1574.71907659016,2800.44429755862,2036.26573705728,3935.21250107282,3867.91769940013,1829.35847510609,3375.58302340031,3679.09870095396,3805.68422319912,3785.50599519149
"Blackstone-Providence",3492.98279629425,3275.09430838092,3275.94657387897,3138.03844156109,3127.47029870719,3129.30963109412,3037.55512178332,3039.26024603051,2838.42781440334,2860.27602031835,2872.19272528447,2871.53507150782,2745.01020935262,2751.25727348691,1669.74245437236,1663.83039298585,1668.86819927727,1664.47864505681,1604.99940609873,1560.71273674033,1560.73183109931,1518.7227171239,1508.75111728151,1515.17034621283,1977.8589570083,1400.4635029564,1318.38590899644,1319.12734355533,1215.91312488424,1102.65111211938,1099.75783370578,911.702332974179,1007.84220737516,1014.19772589636,850.918541217383,804.425604100095,809.96836969435,865.977708003566,862.292411323459,881.288573283198,839.131962364039,818.143177540528,934.121517902865,986.959618120811,822.55781868706,852.359700257355,850.194579694965,868.6079326963,850.314104733626,836.038437079861,804.469301523294,634.568967099384,438.443610149742,381.904231278164,356.19239415565,354.367235423535,353.958536667494,445.381622324181,276.235098006269,260.740485367754,239.853831322347,175.567202095166,169.456256953047,160.075149662898,138.173941536711,126.169445212794,100.92248748593,88.3549443710921,3065.3420685942,60.3376452342634,98.2597427305006,76.4626521203126,409.310587225405,495.269542438345,493.733010004293,582.451646141226,582.608799063162,696.049544091134,2746.57406542275,759.172773476614,890.545768771355,2485.53216114119,2692.89113798458,926.785715578345,1172.81047746431,4759.82641100079,2359.26776985784,933.984357074974,2314.37226388974,1343.4733683324,1048.81179224253,1337.28937919443,1028.31719596501,1334.88855631009,1059.82087086706,1044.41275018237,1048.20132274755,2785.92538592588,2246.2546825881,1100.94835065742,1449.45462938325,2246.442907175,1562.39168835623,2788.11690932468,2023.93834882334,3922.88511283889,3855.5903111662,1817.03108687215,3363.25563516637,3666.77131272002,3793.35683496518,3773.17860695756
"Palmer",3480.41525317941,3262.52676526608,3263.37903076414,3125.47089844625,3114.90275559235,3116.74208797928,3024.98757866849,3026.69270291567,2825.8602712885,2847.70847720351,2859.62518216964,2858.96752839299,2732.44266623778,2738.68973037208,1657.17491125752,1651.26284987101,1656.30065616243,1651.91110194197,1592.43186298389,1548.14519362549,1548.16428798447,1506.15517400906,1496.18357416668,1502.602803098,1965.29141389346,1387.89595984156,1305.8183658816,1306.55980044049,1203.3455817694,1090.08356900454,1087.19029059094,899.134789859341,995.27466426032,1001.63018278152,838.350998102545,791.858060985257,797.400826579512,853.410164888728,849.72486820862,868.72103016836,826.564419249201,805.57563442569,921.553974788026,974.392075005974,809.990275572222,839.792157142517,837.627036580127,856.040389581462,837.746561618787,823.470893965022,791.901758408456,622.001423984546,425.876067034904,369.336688163326,343.624851040812,341.799692308697,341.390993552656,432.814079209343,263.667554891431,248.172942252916,227.286288207509,162.999658980328,156.888713838209,147.50760654806,125.606398421873,113.601902097956,88.3549443710921,75.787401256254,3052.77452547936,47.7701021194253,85.6921996156625,63.8951090054745,396.743044110567,482.701999323507,481.165466889455,569.884103026388,570.041255948324,683.482000976296,2734.00652230792,746.605230361776,877.978225656517,2472.96461802635,2680.32359486974,914.218172463507,1160.24293434947,4747.25886788596,2346.700226743,921.416813960136,2301.8047207749,1330.90582521756,1036.24424912769,1324.72183607959,1015.74965285017,1322.32101319525,1047.25332775222,1031.84520706753,1035.63377963271,2773.35784281104,2233.68713947326,1088.38080754258,1436.88708626841,2233.87536406017,1549.82414524139,2775.54936620985,2011.37080570851,3910.31756972405,3843.02276805136,1804.46354375731,3350.68809205154,3654.20376960518,3780.78929185034,3760.61106384272
"St Lawrence",6400.8269037551,6182.93841584177,6183.79068133982,6045.88254902194,6035.31440616804,6037.15373855497,5945.39922924418,5947.10435349136,5746.27192186419,5768.1201277792,5780.03683274533,5779.37917896868,5652.85431681347,5659.10138094777,4577.58656183322,4571.67450044671,4576.71230673813,4572.32275251767,4512.84351355959,4468.55684420119,4468.57593856017,4426.56682458475,4416.59522474237,4423.01445367369,4885.70306446914,4308.30761041726,4226.23001645729,4226.97145101618,4123.7572323451,4010.49521958023,4007.60194116664,3822.1415293629,3915.68631483601,3922.04183335721,3761.35773760611,3714.86480048882,3720.40756608307,3773.86832473042,3770.18302805031,3791.72776967192,3747.02257909089,3726.03379426738,3844.56071429159,3897.39881450954,3730.44843541391,3762.79889664608,3760.63377608369,3779.04712908503,3760.75330112235,3746.47763346858,3714.90849791202,3546.69234119811,3351.37949385087,3317.20227886353,3291.49044174102,3289.6652830089,3289.25658425286,3380.67966990955,3227.73510962161,3212.24049698309,3191.35384293769,3127.06721371051,3120.95626856839,3111.57516127824,3089.67395315205,3077.66945682813,3065.3420685942,3052.77452547936,911.870066972072,3024.75722634253,3062.67932383877,3040.88223322858,2674.15558249727,2596.19437380806,2594.65784137401,2600.88053317972,2601.03768610165,2565.35879883451,593.102063800628,2388.83254493329,2421.4665731898,961.380251343532,539.419136362452,2457.70651999679,1988.48317321435,2963.34721124726,962.264969537929,2464.90516149342,952.800541926542,1776.24418365856,2403.76769346689,1770.06019452059,2383.27309718937,1767.65937163625,2414.77677209141,2399.36865140673,2403.15722397191,989.446186172337,1235.33543734819,2455.90425188178,1642.78865847357,1235.5236619351,1529.6620980582,991.637709571146,1083.57824084118,2126.40591308535,2059.11111141266,1324.26076760334,1566.77643541284,1870.29211296649,1996.87763521165,1976.69940720402
"Sakonnet",3452.39795404258,3234.50946612925,3235.36173162731,3097.45359930942,3086.88545645552,3088.72478884245,2996.97027953166,2998.67540377885,2797.84297215167,2819.69117806668,2831.60788303281,2830.95022925616,2704.42536710095,2710.67243123525,1629.15761212069,1623.24555073418,1628.28335702561,1623.89380280514,1564.41456384706,1520.12789448866,1520.14698884765,1478.13787487223,1468.16627502985,1474.58550396117,1937.27411475663,1359.87866070473,1277.80106674477,1278.54250130366,1175.32828263257,1062.06626986771,1059.17299145411,871.117490722513,967.257365123492,973.612883644689,810.333698965716,763.840761848428,769.383527442683,825.3928657519,821.707569071792,840.703731031532,798.547120112372,777.558335288861,893.536675651198,946.374775869145,781.972976435393,811.774858005688,809.609737443298,828.023090444634,809.729262481959,795.453594828194,763.884459271627,593.984124847717,397.858767898075,341.319389026498,315.607551903983,313.782393171868,313.373694415828,404.796780072514,235.650255754603,220.155643116088,199.268989070681,134.982359843499,128.871414701381,119.490307411231,97.5890992850444,85.5846029611269,60.3376452342634,47.7701021194253,3024.75722634253,19.7528029825966,57.6749004788338,35.8778098686458,368.725744973738,454.684700186678,453.148167752626,541.86680388956,542.023956811496,655.464701839467,2705.98922317109,718.587931224947,849.960926519688,2444.94731888952,2652.30629573291,886.200873326679,1132.22563521265,4719.24156874913,2318.68292760617,893.399514823308,2273.78742163807,1302.88852608073,1008.22694999087,1296.70453694276,987.732353713346,1294.30371405842,1019.23602861539,1003.82790793071,1007.61648049588,2745.34054367421,2205.66984033643,1060.36350840575,1408.86978713158,2205.85806492334,1521.80684610456,2747.53206707302,1983.35350657168,3882.30027058722,3815.00546891453,1776.44624462048,3322.67079291471,3626.18647046835,3752.77199271352,3732.59376470589
"Taunton",3490.32005153882,3272.43156362549,3273.28382912354,3135.37569680566,3124.80755395176,3126.64688633869,3034.89237702789,3036.59750127508,2835.76506964791,2857.61327556292,2869.52998052904,2868.87232675239,2742.34746459719,2748.59452873148,1667.07970961693,1661.16764823042,1666.20545452184,1661.81590030138,1602.3366613433,1558.0499919849,1558.06908634388,1516.05997236847,1506.08837252608,1512.5076014574,1975.19621225287,1397.80075820097,1315.72316424101,1316.4645987999,1213.25038012881,1099.98836736395,1097.09508895035,909.03958821875,1005.17946261973,1011.53498114093,848.255796461953,801.762859344665,807.30562493892,863.314963248137,859.629666568029,878.625828527769,836.469217608609,815.480432785098,931.458773147435,984.296873365382,819.895073931631,849.696955501925,847.531834939535,865.945187940871,847.651359978196,833.375692324431,801.806556767864,631.906222343954,435.780865394312,379.241486522735,353.52964940022,351.704490668106,351.295791912065,442.718877568751,273.57235325084,258.077740612325,237.191086566918,172.904457339737,166.793512197618,157.412404907468,135.511196781282,123.506700457364,98.2597427305006,85.6921996156625,3062.67932383877,57.6749004788338,95.596997975071,73.799907364883,406.647842469975,492.606797682915,491.070265248863,579.788901385797,579.946054307733,693.386799335704,2743.91132066732,756.510028721184,887.883024015925,2482.86941638576,2690.22839322915,924.122970822916,1170.14773270888,4757.16366624537,2356.60502510241,931.321612319545,2311.70951913431,1340.81062357697,1046.1490474871,1334.626634439,1025.65445120958,1332.22581155466,1057.15812611163,1041.75000542694,1045.53857799212,2783.26264117045,2243.59193783267,1098.28560590199,1446.79188462782,2243.78016241957,1559.7289436008,2785.45416456925,2021.27560406792,3920.22236808346,3852.92756641077,1814.36834211672,3360.59289041094,3664.10856796459,3790.69409020975,3770.51586220213
"Paskamanset",3468.52296092863,3250.6344730153,3251.48673851336,3113.57860619547,3103.01046334157,3104.8497957285,3013.09528641771,3014.80041066489,2813.96797903772,2835.81618495273,2847.73288991886,2847.07523614221,2720.550373987,2726.7974381213,1645.28261900674,1639.37055762023,1644.40836391165,1640.01880969119,1580.53957073311,1536.25290137471,1536.27199573369,1494.26288175828,1484.2912819159,1490.71051084722,1953.39912164268,1376.00366759078,1293.92607363082,1294.66750818971,1191.45328951862,1078.19127675376,1075.29799834016,887.242497608562,983.382372009541,989.737890530738,826.458705851765,779.965768734477,785.508534328732,841.517872637949,837.832575957841,856.828737917581,814.672126998422,793.68334217491,909.661682537247,962.499782755194,798.097983321443,827.899864891737,825.734744329347,844.148097330683,825.854269368008,811.578601714243,780.009466157676,610.109131733766,413.983774784124,357.444395912547,331.732558790032,329.907400057918,329.498701301877,420.921786958563,251.775262640652,236.280650002137,215.39399595673,151.107366729549,144.99642158743,135.61531429728,113.714106171094,101.709609847176,76.4626521203126,63.8951090054745,3040.88223322858,35.8778098686458,73.799907364883,52.002816754695,384.850751859787,470.809707072727,469.273174638675,557.991810775609,558.148963697545,671.589708725516,2722.11423005714,734.712938110996,866.085933405737,2461.07232577557,2668.43130261896,902.325880212728,1148.3506420987,4735.36657563518,2334.80793449222,909.524521709357,2289.91242852412,1319.01353296678,1024.35195687692,1312.82954382881,1003.8573605994,1310.42872094447,1035.36103550144,1019.95291481675,1023.74148738193,2761.46555056026,2221.79484722248,1076.4885152918,1424.99479401763,2221.98307180939,1537.93185299061,2763.65707395907,1999.47851345773,3898.42527747327,3831.13047580058,1792.57125150653,3338.79579980076,3642.3114773544,3768.89699959957,3748.71877159194
"Merrimack",3744.79542238631,3526.90693447299,3527.75919997104,3389.85106765315,3379.28292479925,3381.12225718618,3289.36774787539,3291.07287212258,3090.2404404954,3112.08864641041,3124.00535137654,3123.34769759989,2996.82283544469,3003.06989957898,1921.55508046442,1915.64301907791,1920.68082536934,1916.29127114888,1856.81203219079,1812.5253628324,1812.54445719138,1770.53534321596,1760.56374337358,1766.9829723049,2229.67158310036,1652.27612904847,1570.1985350885,1570.93996964739,1467.7257509763,1354.46373821144,1351.57045979784,1166.11004799411,1259.65483346722,1266.01035198842,1105.32625623732,1058.83331912003,1064.37608471428,1117.83684336163,1114.15154668152,1135.69628830313,1090.9910977221,1070.00231289859,1188.5292329228,1241.36733314074,1074.41695404512,1106.76741527729,1104.6022947149,1123.01564771623,1104.72181975356,1090.44615209979,1058.87701654323,890.660859829319,695.348012482082,661.170797494739,635.458960372225,633.63380164011,633.225102884069,724.648188540756,571.703628252815,556.2090156143,535.322361568893,471.035732341712,464.924787199593,455.543679909444,433.642471783257,421.63797545934,409.310587225405,396.743044110567,2674.15558249727,368.725744973738,406.647842469975,384.850751859787,10.3278274776533,104.080579789824,102.544047355772,191.265160044295,191.422312966231,304.863057994203,2355.38757932582,367.986287379683,499.359282674424,2094.34567504426,2301.70465188765,535.599229481415,781.623991367382,4368.63992490387,1968.08128376091,542.797870978044,1923.1857777928,952.28688223547,657.625306145602,946.102893097498,637.130709868082,943.702070213161,668.634384770125,653.226264085441,657.014836650617,2394.73889982894,1855.06819649117,709.76186456049,1058.26814328632,1855.25642107807,1171.2052022593,2396.93042322775,1632.75186272641,3531.69862674196,3464.40382506927,1425.84460077522,2972.06914906944,3275.58482662309,3402.17034886825,3381.99212086063
