"","Oum_er_Rbia","Bou_Regreg","Sebou","Loukkos","Barbate","Guadalete","Guadalquivir","Tinto","Odiel","Guadiana","Piedras","Mira","Sado","Tagus","Alcoa","Mondego","Vouga","Douro","Ave","Cavado","Lima","Minho","Lerez","Umia","Ulla","Tambre","Anllons","Oria","Urola","Urumea","Deba","Lea","Artibai","Oiartzun","Nervion","Bidassoa","Nansa","Deva_Cares","Nivelle","Ason","Butron","Eume","Mandeo","Oka","Sella","Barbadun","Pas","Adour","Navia","Nalon_Narcea","Esva","Ouro","Masma","Eo","Grande","Landro","Sor","Leyre","Dordogne","Garonne","Seudre","Charente","Sevre Niortaise","Lay","Auzance","Loire","Vilaine","Scorff","Blavet","Odet","Aulne","Elorn","Rance","Leguer","Couesnon","Selune","Trieux","Orne","Dives","Touques","Vire","Douve","Seine","Bresle","Somme","Tamar","Authie","Canche","Dorset Frome","Hampshire Avon","Aa","Yser","Taff","Avon","Severn","Wye","Thames","Towy","Escaut","Blackwater","Barrow","Meuse","Rhine","Slaney","Shannon","Great_Ouse","Dee","Mersey","Trent","Ems","Weser","Elbe","Eider","Eden","Erne","Tyne","Vida","Bann","Foyle","Clyde","Tweed","Forth","Tay","Lagan","Gudenaa","Gotaalv","Spey","Otra","Drammens","Lagen","Glomma","Imsa","Orkla","Namsen","Vefsna"
"Blackwater",3560.19702937964,3378.85511906065,3357.47193771472,3235.90400671571,3213.14668533591,3096.0902014588,3072.108690102,3030.2096920982,3017.10993488739,2971.80612144293,2997.08245377045,2767.90501722117,2715.07768508041,2705.21884754566,2557.25876817571,2487.60988697287,2435.33164897273,2372.3736578404,2358.33343109362,2335.76997882938,2314.93573841064,2300.21745523504,2247.56710666211,2240.79660298032,2245.84133093605,2233.5829721654,2114.72510843331,1449.41954143257,1449.13482193643,1438.51796687282,1471.22492361872,1481.14499014726,1481.14499014726,1416.09113757901,1575.07410230656,1405.4228597658,1689.83305304325,1687.47211174515,1399.6983303262,1589.8422341023,1571.63855246958,2070.14943946159,2074.34353168868,1591.21198176878,1728.96580114348,1589.27303273475,1658.66817047255,1378.45678966495,1884.21334861788,1818.94488777818,1887.22166556796,1963.03307223958,1967.03725923188,1947.85040600789,1945.39119139303,1960.75244099652,1971.40752155002,1301.57720910966,1266.48406819667,1270.1850943873,1194.78172868932,1183.78824037108,1186.54180450191,1142.74979721371,1064.40674439946,1042.07110301965,997.450658215221,897.548752967959,901.851655323992,857.674225102414,761.216585531381,750.469733811206,723.867870175622,647.973764753139,748.074880620703,755.076104651726,651.218375632194,823.58210950191,830.085354421209,825.542330987023,763.846405298934,760.976624520937,842.570715577386,924.685313287027,926.739324986715,502.965924795575,918.643253012989,937.381862639094,719.918534051083,695.647310031555,984.871431078098,1066.78551587255,455.744551254722,482.312733290846,489.234561267719,488.754762430183,999.123332557691,391.281167495684,1243.74916555965,8.66524029652708,91.5248439063922,1370.86032663267,1359.43232821612,147.00016218935,1159.8889572457,1408.76065263989,482.326762342097,492.239886553623,1420.91616503722,1497.97884794877,1597.48544026686,1613.39259529436,1588.93631527295,524.012879573301,837.650955364378,1483.65667619915,1629.58105407552,621.70036564441,656.148443314373,603.411122537211,1504.92910231853,1540.99902208941,1482.91597361903,2139.43947261482,2259.6159383361,2008.33109652734,1262.10194014511,1830.47005265567,2177.09173651158,2142.99523168969,2120.15550049797,1923.94265109826,2665.32138105489,2756.5496032274,2956.78149841293
"Barrow",3507.21661113455,3325.87470081555,3304.49151946962,3182.92358847061,3160.16626709081,3043.1097832137,3019.1282718569,2977.2292738531,2964.12951664229,2918.82570319783,2944.10203552535,2714.92459897607,2662.09726683531,2652.23842930056,2504.27834993061,2434.62946872777,2382.35123072763,2319.3932395953,2305.35301284852,2282.78956058428,2261.95532016554,2247.23703698994,2194.58668841701,2187.81618473522,2192.86091269095,2180.6025539203,2061.74469018822,1396.43912318747,1396.15440369133,1385.53754862772,1418.24450537362,1428.16457190216,1428.16457190216,1363.11071933391,1522.09368406147,1352.4424415207,1636.85263479815,1634.49169350006,1346.7179120811,1536.8618158572,1518.65813422448,2017.16902121649,2021.36311344359,1538.23156352368,1675.98538289838,1536.29261448965,1605.68775222745,1325.47637141985,1831.23293037278,1765.96446953309,1834.24124732286,1910.05265399448,1914.05684098678,1894.86998776279,1892.41077314793,1907.77202275143,1918.42710330492,1248.59679086456,1213.50364995157,1217.2046761422,1141.80131044423,1130.80782212598,1133.56138625681,1089.76937896861,1011.42632615436,989.090684774552,944.470239970122,844.56833472286,848.871237078894,804.693806857316,708.236167286283,697.489315566108,670.887451930524,594.993346508041,695.094462375605,702.095686406628,598.237957387095,770.601691256812,777.10493617611,772.561912741924,710.865987053836,707.996206275838,789.590297332288,871.704895041928,873.758906741616,449.985506550477,865.66283476789,884.401444393995,666.938115805984,642.666891786456,931.891012832999,1013.80509762745,402.764133009624,429.332315045748,436.25414302262,435.774344185085,946.142914312593,338.300749250585,1190.76874731455,91.5248439063922,19.4719938694632,1317.87990838757,1306.45190997102,94.0197439442519,1106.9085390006,1355.78023439479,429.346344096999,439.259468308525,1367.93574679212,1444.99842970367,1544.50502202176,1560.41217704926,1535.95589702785,471.032461328203,784.67053711928,1430.67625795405,1576.60063583042,568.719947399311,603.168025069275,550.430704292112,1451.94868407343,1488.01860384431,1429.93555537393,2086.45905436972,2206.635520091,1955.35067828224,1209.12152190001,1777.48963441057,2124.11131826648,2090.01481344459,2067.17508225288,1870.96223285316,2612.3409628098,2703.56918498231,2903.80108016783
"Meuse",3846.91231724174,3665.57040692275,3644.18722557682,3522.61929457781,3499.86197319801,3382.8054893209,3358.82397796409,3316.9249799603,3303.82522274949,3258.52140930502,3283.79774163255,3054.62030508327,3001.79297294251,2991.93413540776,2843.97405603781,2774.32517483497,2722.04693683483,2659.0889457025,2645.04871895572,2622.48526669148,2601.65102627274,2586.93274309714,2534.28239452421,2527.51189084242,2532.55661879815,2520.2982600275,2401.44039629541,1736.13482929467,1735.85010979853,1725.23325473492,1757.94021148082,1767.86027800936,1767.86027800936,1702.80642544111,1861.78939016867,1692.1381476279,1976.54834090535,1974.18739960725,1686.4136181883,1876.5575219644,1858.35384033168,2356.86472732369,2361.05881955078,1877.92726963088,2015.68108900558,1875.98832059685,1945.38345833465,1665.17207752705,2170.92863647998,2105.66017564028,2173.93695343006,2249.74836010168,2253.75254709398,2234.56569386999,2232.10647925513,2247.46772885863,2258.12280941212,1588.29249697176,1553.19935605877,1556.9003822494,1481.49701655143,1470.50352823318,1473.25709236401,1429.46508507581,1351.12203226156,1328.78639088175,1284.16594607732,1184.26404083006,1188.56694318609,1144.38951296451,1047.93187339348,1037.18502167331,897.22630428889,918.467925865583,898.185769212953,905.186993243976,881.826917826852,741.244003107387,687.334727446685,682.7917040125,737.868123394826,734.998342616829,693.083168403063,589.835966944783,591.889978644471,932.642824123002,558.985119506104,518.409784068507,756.14586893127,723.51820766451,450.740408786064,461.048804490687,1170.6409937291,1197.20917576522,1204.13100374209,1203.65120490456,596.432637783719,1121.07341641898,220.026110335449,1370.86032663267,1317.87990838757,156.957233383986,155.848857323982,1261.38353527841,2059.23025647423,550.382929207902,1472.62867917733,1482.54180338886,570.00504307158,449.621020028229,549.257869430571,565.165024458076,540.708744436659,1514.74010872683,1736.99225459291,627.02696336371,592.356842209137,1592.05819405099,1614.4628068026,1615.77023975678,721.662056776265,839.388190338814,805.504405776624,1108.64296484002,1228.81943056129,977.53458875254,926.048454981966,807.740734270278,1146.29522873678,1112.19872391489,1089.35899272317,925.37155838739,1666.75028834403,1757.97851051654,1958.21040570206
"Rhine",3835.4843188252,3654.14240850621,3632.75922716027,3511.19129616126,3488.43397478146,3371.37749090435,3347.39597954755,3305.49698154375,3292.39722433295,3247.09341088848,3272.369743216,3043.19230666673,2990.36497452596,2980.50613699122,2832.54605762126,2762.89717641842,2710.61893841829,2647.66094728595,2633.62072053917,2611.05726827494,2590.2230278562,2575.5047446806,2522.85439610767,2516.08389242588,2521.12862038161,2508.87026161096,2390.01239787887,1724.70683087812,1724.42211138199,1713.80525631838,1746.51221306428,1756.43227959282,1756.43227959282,1691.37842702456,1850.36139175212,1680.71014921136,1965.12034248881,1962.75940119071,1674.98561977176,1865.12952354786,1846.92584191514,2345.43672890715,2349.63082113424,1866.49927121434,2004.25309058904,1864.56032218031,1933.95545991811,1653.74407911051,2159.50063806344,2094.23217722374,2162.50895501352,2238.32036168514,2242.32454867743,2223.13769545345,2220.67848083859,2236.03973044208,2246.69481099558,1576.86449855522,1541.77135764223,1545.47238383286,1470.06901813488,1459.07552981663,1461.82909394747,1418.03708665926,1339.69403384502,1317.35839246521,1272.73794766078,1172.83604241352,1177.13894476955,1132.96151454797,1036.50387497694,1025.75702325676,885.798305872348,907.03992744904,886.75777079641,893.758994827433,870.398919410309,729.816004690845,675.906729030143,671.363705595957,726.440124978283,723.570344200286,681.65516998652,578.40796852824,580.461980227928,921.214825706459,547.557121089561,506.981785651964,744.717870514727,712.090209247967,439.312410369521,449.620806074144,1159.21299531255,1185.78117734868,1192.70300532555,1192.22320648801,585.004639367176,1109.64541800244,208.598111918906,1359.43232821612,1306.45190997102,155.848857323982,133.649759234369,1249.95553686187,2047.80225805769,538.954930791359,1461.20068076079,1471.11380497231,558.577044655037,438.193021611686,537.829871014028,553.737026041533,529.280746020116,1503.31211031029,1725.56425617637,615.598964947167,580.928843792594,1580.63019563445,1603.03480838606,1604.34224134024,710.234058359722,827.960191922271,794.076407360081,1097.21496642348,1217.39143214475,966.106590335998,914.620456565423,796.312735853735,1134.86723032023,1100.77072549835,1077.93099430663,913.943559970847,1655.32228992749,1746.5505121,1946.78240728552
"Slaney",3450.72023802539,3269.3783277064,3247.99514636046,3126.42721536146,3103.66989398165,2986.61341010454,2962.63189874774,2920.73290074394,2907.63314353314,2862.32933008867,2887.60566241619,2658.42822586692,2605.60089372615,2595.74205619141,2447.78197682145,2378.13309561861,2325.85485761848,2262.89686648614,2248.85663973936,2226.29318747513,2205.45894705639,2190.74066388078,2138.09031530786,2131.31981162606,2136.36453958179,2124.10618081115,2005.24831707906,1339.94275007831,1339.65803058218,1329.04117551856,1361.74813226447,1371.668198793,1371.668198793,1306.61434622475,1465.59731095231,1295.94606841155,1580.356261689,1577.9953203909,1290.22153897194,1480.36544274805,1462.16176111533,1960.67264810733,1964.86674033443,1481.73519041453,1619.48900978923,1479.7962413805,1549.19137911829,1268.97999831069,1774.73655726362,1709.46809642393,1777.74487421371,1853.55628088533,1857.56046787762,1838.37361465363,1835.91440003877,1851.27564964227,1861.93073019577,1192.1004177554,1157.00727684241,1160.70830303304,1085.30493733507,1074.31144901682,1077.06501314765,1033.27300585945,954.929953045209,932.594311665396,887.973866860966,788.071961613705,792.374863969738,748.19743374816,651.739794177127,640.992942456952,614.391078821368,538.496973398885,638.59808926645,645.599313297472,541.74158427794,714.105318147656,720.608563066955,716.065539632769,654.36961394468,651.499833166683,733.093924223132,815.208521932773,817.26253363246,393.489133441321,809.166461658734,827.90507128484,610.441742696828,586.1705186773,875.394639723843,957.308724518291,346.267759900468,372.835941936592,379.757769913465,379.277971075929,889.646541203437,281.80437614143,1134.2723742054,147.00016218935,94.0197439442519,1261.38353527841,1249.95553686187,21.0474716029546,1043.74758927116,1299.28386128564,366.217454397431,376.130578608957,1311.43937368296,1388.50205659451,1488.0086489126,1503.91580394011,1479.45952391869,407.903571628636,721.509587389842,1374.17988484489,1520.10426272126,505.558997669873,540.007075339837,487.269754562674,1388.787734344,1424.85765411487,1366.77460564449,2029.96268126057,2150.13914698184,1898.85430517309,1145.96057217057,1720.99326130142,2067.61494515732,2033.51844033543,2010.67870914372,1814.465859744,2555.84458970064,2647.07281187315,2847.30470705867
"Shannon",4366.85433237073,4185.51242205173,4164.1292407058,4042.56130970679,4019.80398832699,3902.74750444988,3878.76599309308,3836.86699508928,3823.76723787847,3778.463424434,3803.73975676153,3574.56232021225,3521.73498807149,3511.87615053674,3363.91607116679,3294.26718996395,3241.98895196381,3179.03096083147,3164.9907340847,3142.42728182046,3121.59304140172,3106.87475822612,3054.22440965319,3047.4539059714,3052.49863392713,3040.24027515648,2921.38241142439,2256.07684442365,2255.79212492751,2245.1752698639,2277.8822266098,2287.80229313834,2287.80229313834,2222.74844057009,2381.73140529764,2212.08016275688,2496.49035603433,2494.12941473623,2206.35563331728,2396.49953709338,2378.29585546066,2876.80674245267,2881.00083467976,2397.86928475986,2535.62310413456,2395.93033572583,2465.32547346363,2185.11409265603,2690.87065160896,2625.60219076926,2693.87896855904,2769.69037523066,2773.69456222296,2754.50770899897,2752.04849438411,2767.4097439876,2778.0648245411,2108.23451210074,2073.14137118775,2076.84239737838,2001.4390316804,1990.44554336216,1993.19910749299,1949.40710020479,1871.06404739054,1848.72840601073,1804.1079612063,1704.20605595904,1708.50895831507,1664.33152809349,1567.87388852246,1557.12703680229,1530.5251731667,1454.63106774422,1554.73218361178,1561.73340764281,1457.87567862327,1630.23941249299,1636.74265741229,1632.1996339781,1570.50370829002,1567.63392751202,1649.22801856847,1731.3426162781,1733.39662797779,1309.62322778666,1725.30055600407,1744.03916563017,1526.57583704216,1502.30461302263,1791.52873406918,1873.44281886362,1262.4018542458,1288.97003628193,1295.8918642588,1295.41206542126,1805.78063554877,1197.93847048676,2050.40646855073,1159.8889572457,1106.9085390006,2059.23025647423,2047.80225805769,1043.74758927116,147.473282002977,1813.45999240754,970.307863266212,980.220987477738,1758.67977624162,2051.88718748759,2134.23889736158,2150.14605238909,2125.68977236767,911.282152703057,423.896347849573,1528.8755159694,2084.07957809854,582.519777301223,599.606708563433,787.247334347273,1455.16857971945,1491.23849949033,1433.15545101995,2481.84947193828,2602.02593765956,2350.7410958508,1212.34141754602,2154.56061266115,2519.50173583504,2485.40523101315,2462.56549982144,2180.52794285723,2921.90667281387,3013.13489498638,3213.3667901719
"Great_Ouse",3884.81264324897,3703.47073292997,3682.08755158404,3560.51962058503,3537.76229920523,3420.70581532812,3396.72430397132,3354.82530596752,3341.72554875671,3296.42173531225,3321.69806763977,3092.52063109049,3039.69329894973,3029.83446141499,2881.87438204503,2812.22550084219,2759.94726284205,2696.98927170972,2682.94904496294,2660.3855926987,2639.55135227997,2624.83306910436,2572.18272053144,2565.41221684964,2570.45694480537,2558.19858603472,2439.34072230264,1774.03515530189,1773.75043580576,1763.13358074214,1795.84053748805,1805.76060401658,1805.76060401658,1740.70675144833,1899.68971617589,1730.03847363513,2014.44866691257,2012.08772561448,1724.31394419552,1914.45784797163,1896.25416633891,2394.76505333091,2398.95914555801,1915.8275956381,2053.5814150128,1913.88864660407,1983.28378434187,1703.07240353427,2208.8289624872,2143.56050164751,2211.83727943728,2287.6486861089,2291.6528731012,2272.46601987721,2270.00680526235,2285.36805486585,2296.02313541934,1626.19282297898,1591.09968206599,1594.80070825662,1519.39734255865,1508.4038542404,1511.15741837123,1467.36541108303,1389.02235826879,1366.68671688897,1322.06627208455,1222.16436683728,1226.46726919332,1182.28983897174,1085.83219940071,1075.08534768053,935.126630296115,956.368251872807,936.086095220176,943.087319251199,919.727243834076,779.144329114611,725.23505345391,720.692030019724,775.76844940205,772.898668624053,730.983494410288,627.736292952007,629.790304651695,970.543150130226,596.885445513328,558.928337319346,794.046194938494,761.418533671735,492.857419502668,517.036980794248,1208.54131973632,1235.10950177244,1242.03132974932,1241.55153091178,634.332963790944,1158.97374242621,526.766306403307,1408.76065263989,1355.78023439479,550.382929207902,538.954930791359,1299.28386128564,1813.45999240754,24.8389189296594,1510.52900518455,1520.44212939608,248.322861757675,577.272541568098,675.910753324503,691.817908352008,667.361628330592,1552.64043473406,1491.22199052622,330.283661146945,702.277751863349,1346.2879299843,1368.69254273591,1490.57889210819,441.642398468889,559.724926316815,533.411796725117,1134.08610822478,1254.26257394605,1002.97773213729,680.278190915272,822.429995687858,1171.73837212153,1137.64186729964,1114.80213610793,878.844646796877,1620.22337675351,1711.45159892603,1911.68349411155
"Dee",3661.96538192431,3480.62347160532,3459.24029025938,3337.67235926037,3314.91503788057,3197.85855400346,3173.87704264666,3131.97804464286,3118.87828743205,3073.57447398759,3098.85080631511,2869.67336976584,2816.84603762507,2806.98720009033,2659.02712072037,2589.37823951753,2537.1000015174,2474.14201038506,2460.10178363828,2437.53833137405,2416.70409095531,2401.9858077797,2349.33545920678,2342.56495552498,2347.60968348071,2335.35132471007,2216.49346097798,1551.18789397723,1550.9031744811,1540.28631941748,1572.99327616339,1582.91334269192,1582.91334269192,1517.85949012367,1676.84245485123,1507.19121231047,1791.60140558791,1789.24046428982,1501.46668287086,1691.61058664697,1673.40690501425,2171.91779200625,2176.11188423335,1692.98033431344,1830.73415368814,1691.04138527942,1760.43652301721,1480.22514220961,1985.98170116254,1920.71324032285,1988.99001811263,2064.80142478425,2068.80561177654,2049.61875855255,2047.15954393769,2062.52079354119,2073.17587409468,1403.34556165432,1368.25242074133,1371.95344693196,1296.55008123399,1285.55659291574,1288.31015704657,1244.51814975837,1166.17509694413,1143.83945556431,1099.21901075989,999.317105512623,1003.62000786866,959.442577647078,862.984938076046,852.238086355871,825.636222720287,749.742117297804,849.843233165368,856.844457196391,752.986728176859,925.350462046575,931.853706965873,927.310683531687,865.614757843599,862.744977065601,944.339068122051,1026.45366583169,1028.50767753138,604.73427734024,1020.41160555765,1039.15021518376,821.686886595747,797.415662576219,1086.63978362276,1168.55386841721,557.512903799387,584.081085835511,591.002913812384,590.523114974848,1100.89168510236,493.049520040349,1345.51751810432,482.326762342097,429.346344096999,1472.62867917733,1461.20068076079,366.217454397431,970.307863266212,1510.52900518455,58.2500320134524,77.4858161355845,1522.68451758188,1599.74720049343,1699.25379281152,1715.16094783903,1690.70466781761,245.180149172857,648.069861384892,1389.054944589,1731.34940662018,432.119271664923,466.567349334887,408.560473399245,1315.34800833905,1351.41792810992,1293.33487963954,2241.20782515949,2361.38429088076,2110.09944907201,1072.52084616562,1932.23840520034,2278.86008905624,2244.76358423435,2221.92385304264,2025.71100364292,2767.08973359956,2858.31795577207,3058.54985095759
"Mersey",3671.87850613584,3490.53659581684,3469.15341447091,3347.5854834719,3324.8281620921,3207.77167821499,3183.79016685819,3141.89116885439,3128.79141164358,3083.48759819911,3108.76393052664,2879.58649397736,2826.7591618366,2816.90032430185,2668.9402449319,2599.29136372906,2547.01312572892,2484.05513459659,2470.01490784981,2447.45145558557,2426.61721516683,2411.89893199123,2359.2485834183,2352.47807973651,2357.52280769224,2345.26444892159,2226.40658518951,1561.10101818876,1560.81629869262,1550.19944362901,1582.90640037491,1592.82646690345,1592.82646690345,1527.7726143352,1686.75557906276,1517.10433652199,1801.51452979944,1799.15358850134,1511.37980708239,1701.52371085849,1683.32002922577,2181.83091621778,2186.02500844487,1702.89345852497,1840.64727789967,1700.95450949094,1770.34964722874,1490.13826642114,1995.89482537407,1930.62636453437,1998.90314232415,2074.71454899577,2078.71873598807,2059.53188276408,2057.07266814922,2072.43391775272,2083.08899830621,1413.25868586585,1378.16554495286,1381.86657114349,1306.46320544551,1295.46971712727,1298.2232812581,1254.4312739699,1176.08822115565,1153.75257977584,1109.13213497141,1009.23022972415,1013.53313208018,969.355701858604,872.898062287572,862.151210567397,835.549346931813,759.65524150933,859.756357376894,866.757581407917,762.899852388385,935.263586258101,941.766831177399,937.223807743213,875.527882055125,872.658101277127,954.252192333577,1036.36679004322,1038.42080174291,614.647401551766,1030.32472976918,1049.06333939528,831.600010807273,807.328786787745,1096.55290783429,1178.46699262874,567.426028010913,593.994210047037,600.91603802391,600.436239186374,1110.80480931388,502.962644251875,1355.43064231584,492.239886553623,439.259468308525,1482.54180338886,1471.11380497231,376.130578608957,980.220987477738,1520.44212939608,77.4858161355845,69.9659174684286,1532.59764179341,1609.66032470496,1709.16691702305,1725.07407205055,1700.61779202914,255.093273384383,657.982985596418,1398.96806880053,1741.26253083171,442.03239587645,476.480473546413,418.473597610771,1325.26113255057,1361.33105232145,1303.24800385107,2251.12094937101,2371.29741509229,2120.01257328353,1082.43397037715,1942.15152941186,2288.77321326777,2254.67670844588,2231.83697725417,2035.62412785445,2777.00285781108,2868.2310799836,3068.46297516912
"Trent",3896.9681556463,3715.6262453273,3694.24306398137,3572.67513298236,3549.91781160256,3432.86132772545,3408.87981636865,3366.98081836485,3353.88106115404,3308.57724770958,3333.8535800371,3104.67614348782,3051.84881134706,3041.98997381232,2894.02989444236,2824.38101323952,2772.10277523938,2709.14478410705,2695.10455736027,2672.54110509604,2651.7068646773,2636.98858150169,2584.33823292877,2577.56772924697,2582.6124572027,2570.35409843206,2451.49623469997,1786.19066769922,1785.90594820309,1775.28909313947,1807.99604988537,1817.91611641391,1817.91611641391,1752.86226384566,1911.84522857322,1742.19398603246,2026.6041793099,2024.24323801181,1736.46945659285,1926.61336036895,1908.40967873624,2406.92056572824,2411.11465795534,1927.98310803543,2065.73692741013,1926.0441590014,1995.4392967392,1715.2279159316,2220.98447488453,2155.71601404484,2223.99279183461,2299.80419850623,2303.80838549853,2284.62153227454,2282.16231765968,2297.52356726318,2308.17864781667,1638.34833537631,1603.25519446332,1606.95622065395,1531.55285495598,1520.55936663773,1523.31293076856,1479.52092348036,1401.17787066612,1378.8422292863,1334.22178448187,1234.31987923461,1238.62278159064,1194.44535136907,1097.98771179803,1087.24086007786,947.282142693442,968.523764270134,948.241607617505,955.242831648527,931.882756231403,791.299841511939,737.390565851237,732.847542417051,787.923961799378,785.05418102138,743.139006807615,639.891805349335,641.945817049023,982.698662527553,609.040957910655,571.083849716673,806.201707335821,773.574046069062,505.012931899995,529.192493191575,1220.69683213365,1247.26501416977,1254.18684214664,1253.70704330911,646.488476188271,1171.12925482353,538.921818800634,1420.91616503722,1367.93574679212,570.00504307158,558.577044655037,1311.43937368296,1758.67977624162,248.322861757675,1522.68451758188,1532.59764179341,100.893636237755,596.894655431776,695.532867188181,711.440022215686,686.98374219427,1564.79594713139,1436.4417743603,269.227376417931,721.291351636863,1291.50771381838,1313.91232656999,1435.79867594228,380.675164462365,498.757692310291,472.444562718593,1151.51352392994,1271.68998965121,1020.40514784245,625.497974749355,824.224664652803,1189.16578782669,1155.0692830048,1132.22955181309,862.470019014021,1603.84874897066,1695.07697114317,1895.30886632869
"Ems",3974.03083855785,3792.68892823886,3771.30574689292,3649.73781589391,3626.98049451411,3509.924010637,3485.9424992802,3444.0435012764,3430.94374406559,3385.63993062113,3410.91626294865,3181.73882639938,3128.91149425861,3119.05265672387,2971.09257735391,2901.44369615107,2849.16545815094,2786.2074670186,2772.16724027182,2749.60378800759,2728.76954758885,2714.05126441324,2661.40091584032,2654.63041215852,2659.67514011425,2647.41678134361,2528.55891761152,1863.25335061077,1862.96863111464,1852.35177605102,1885.05873279693,1894.97879932546,1894.97879932546,1829.92494675721,1988.90791148477,1819.25666894401,2103.66686222145,2101.30592092336,1813.5321395044,2003.67604328051,1985.47236164779,2483.98324863979,2488.17734086689,2005.04579094699,2142.79961032168,2003.10684191296,2072.50197965075,1792.29059884315,2298.04715779608,2232.77869695639,2301.05547474617,2376.86688141779,2380.87106841008,2361.68421518609,2359.22500057123,2374.58625017473,2385.24133072822,1715.41101828786,1680.31787737487,1684.0189035655,1608.61553786753,1597.62204954928,1600.37561368011,1556.58360639191,1478.24055357767,1455.90491219785,1411.28446739343,1311.38256214616,1315.6854645022,1271.50803428062,1175.05039470959,1164.30354298941,1024.34482560499,1045.58644718169,1025.30429052906,1032.30551456008,1008.94543914296,868.362524423492,814.45324876279,809.910225328604,864.98664471093,862.116863932933,820.201689719167,716.954488260887,719.008499960575,1059.76134543911,686.103640822208,648.146532628225,883.264390247374,850.636728980614,580.54135422997,593.745044536138,1297.7595150452,1324.32769708132,1331.2495250582,1330.76972622066,723.551159099824,1248.19193773509,558.930180786398,1497.97884794877,1444.99842970367,449.621020028229,438.193021611686,1388.50205659451,2051.88718748759,577.272541568098,1599.74720049343,1609.66032470496,596.894655431776,117.877817209661,278.522985343604,294.430140371109,269.973860349693,1641.85863004294,1729.64918560627,651.437258128186,344.367572031856,1584.71512506435,1607.11973781596,1742.88876107288,730.950758198108,848.231398903933,814.124208896644,881.503918096191,1001.68038381746,750.395542008709,918.705385995327,588.392341172885,919.156181992944,885.059677171058,862.219945979343,745.874558340579,1487.25328829722,1578.48151046973,1778.71340565525
"Weser",4073.53743087594,3892.19552055694,3870.81233921101,3749.244408212,3726.4870868322,3609.43060295509,3585.44909159829,3543.55009359449,3530.45033638368,3485.14652293922,3510.42285526674,3281.24541871746,3228.4180865767,3218.55924904196,3070.599169672,3000.95028846916,2948.67205046902,2885.71405933669,2871.67383258991,2849.11038032568,2828.27613990694,2813.55785673133,2760.90750815841,2754.13700447661,2759.18173243234,2746.9233736617,2628.06550992961,1962.75994292886,1962.47522343273,1951.85836836911,1984.56532511501,1994.48539164355,1994.48539164355,1929.4315390753,2088.41450380286,1918.7632612621,2203.17345453954,2200.81251324145,1913.03873182249,2103.18263559859,2084.97895396588,2583.48984095788,2587.68393318498,2104.55238326507,2242.30620263977,2102.61343423104,2172.00857196884,1891.79719116124,2397.55375011417,2332.28528927448,2400.56206706425,2476.37347373587,2480.37766072817,2461.19080750418,2458.73159288932,2474.09284249282,2484.74792304631,1814.91761060595,1779.82446969296,1783.52549588359,1708.12213018562,1697.12864186737,1699.8822059982,1656.09019871,1577.74714589576,1555.41150451594,1510.79105971151,1410.88915446425,1415.19205682028,1371.01462659871,1274.55698702767,1263.8101353075,1123.85141792308,1145.09303949977,1124.81088284715,1131.81210687817,1108.45203146104,967.86911674158,913.959841080878,909.416817646692,964.493237029018,961.623456251021,919.708282037256,816.461080578975,818.515092278663,1159.26793775719,785.610233140296,747.653124946314,982.770982565462,950.143321298703,680.047946548059,693.251636854227,1397.26610736329,1423.83428939941,1430.75611737628,1430.27631853875,823.057751417912,1347.69853005317,658.436773104487,1597.48544026686,1544.50502202176,549.257869430571,537.829871014028,1488.0086489126,2134.23889736158,675.910753324503,1699.25379281152,1709.16691702305,695.532867188181,278.522985343604,78.3710266950754,184.621249652606,160.164969631189,1741.36522236103,1812.00089548026,737.167519979133,320.8543197467,1667.06683493834,1689.47144768995,1842.39535339097,813.302468072098,930.583108777924,896.475918770634,867.872058308176,988.048524029449,736.763682220694,1001.05709586932,575.06502294239,905.524322204929,871.427817383043,848.588086191328,753.826260982165,1495.2049909388,1586.43321311131,1786.66510829684
