"","Oum_er_Rbia","Bou_Regreg","Sebou","Loukkos","Barbate","Guadalete","Guadalquivir","Tinto","Odiel","Guadiana","Piedras","Mira","Sado","Tagus","Alcoa","Mondego","Vouga","Douro","Ave","Cavado","Lima","Minho","Lerez","Umia","Ulla","Tambre","Anllons","Oria","Urola","Urumea","Deba","Lea","Artibai","Oiartzun","Nervion","Bidassoa","Nansa","Deva_Cares","Nivelle","Ason","Butron","Eume","Mandeo","Oka","Sella","Barbadun","Pas","Adour","Navia","Nalon_Narcea","Esva","Ouro","Masma","Eo","Grande","Landro","Sor","Leyre","Dordogne","Garonne","Seudre","Charente","Sevre Niortaise","Lay","Auzance","Loire","Vilaine","Scorff","Blavet","Odet","Aulne","Elorn","Rance","Leguer","Couesnon","Selune","Trieux","Orne","Dives","Touques","Vire","Douve","Seine","Bresle","Somme","Tamar","Authie","Canche","Dorset Frome","Hampshire Avon","Aa","Yser","Taff","Avon","Severn","Wye","Thames","Towy","Escaut","Blackwater","Barrow","Meuse","Rhine","Slaney","Shannon","Great_Ouse","Dee","Mersey","Trent","Ems","Weser","Elbe","Eider","Eden","Erne","Tyne","Vida","Bann","Foyle","Clyde","Tweed","Forth","Tay","Lagan","Gudenaa","Gotaalv","Spey","Otra","Drammens","Lagen","Glomma","Imsa","Orkla","Namsen","Vefsna"
"Selune",3153.47063561627,2972.12872529727,2950.74554395134,2829.17761295233,2806.42029157253,2689.36380769542,2665.38229633862,2623.48329833482,2610.38354112401,2565.07972767955,2590.35606000707,2361.17862345779,2308.35129131703,2298.49245378228,2150.53237441233,2080.88349320949,2028.60525520935,1965.64726407702,1951.60703733024,1929.043585066,1908.20934464726,1893.49106147166,1840.84071289873,1834.07020921694,1839.11493717267,1826.85657840202,1707.99871466994,1042.69314766919,1042.40842817305,1031.79157310944,1064.49852985534,1074.41859638388,1074.41859638388,1009.36474381563,1168.34770854319,998.696466002425,1283.10665927987,1280.74571798178,992.97193656282,1183.11584033892,1164.9121587062,1663.42304569821,1667.6171379253,1184.4855880054,1322.2394073801,1182.54663897137,1251.94177670917,971.730395901569,1477.4869548545,1412.21849401481,1480.49527180458,1556.3066784762,1560.3108654685,1541.12401224451,1538.66479762965,1554.02604723315,1564.68112778664,894.85081534628,859.75767443329,863.45870062392,788.055334925946,777.061846607698,779.81541073853,736.023403450327,657.680350636085,635.344709256272,590.724264451842,490.82235920458,495.125261560613,450.947831339035,354.490191768003,343.743340047828,160.492272830004,220.486647637642,46.9721641661557,53.9733881971786,176.332702115243,343.703013605546,350.370625459202,345.827602025016,287.608877421989,284.739096643991,362.897078348969,458.84640535399,460.900417053678,323.972236035105,452.804345079952,471.542954706057,304.392569007607,280.121344988079,519.198097689408,601.112182483856,554.856771748157,581.424953784281,588.346781761154,587.866982923618,533.449999169002,505.289194438042,778.075832170964,755.076104651726,702.095686406628,905.186993243976,893.758994827433,645.599313297472,1561.73340764281,943.087319251199,856.844457196391,866.757581407917,955.242831648527,1032.30551456008,1131.81210687817,1147.71926190567,1123.26298188426,898.955886745895,1239.49540576149,1017.98334281046,1163.90772068683,1023.54481604152,1057.99289371148,999.98601777584,1128.89816140225,1246.98068925017,1220.66755965848,1673.76613922613,1793.94260494741,1542.65776313865,1353.60310536357,1364.79671926698,1711.41840312289,1677.321898301,1654.48216710928,1458.26931770957,2199.6480476662,2290.87626983872,2491.10816502424
"Trieux",3003.19207518471,2821.85016486571,2800.46698351978,2678.89905252077,2656.14173114097,2539.08524726386,2515.10373590706,2473.20473790326,2460.10498069245,2414.80116724799,2440.07749957551,2210.90006302623,2158.07273088547,2148.21389335073,2000.25381398077,1930.60493277793,1878.32669477779,1815.36870364546,1801.32847689868,1778.76502463444,1757.9307842157,1743.2125010401,1690.56215246718,1683.79164878538,1688.83637674111,1676.57801797046,1557.72015423838,892.414587237629,892.129867741495,881.51301267788,914.219969423785,924.140035952321,924.140035952321,859.086183384069,1018.06914811163,848.417905570866,1132.82809884831,1130.46715755022,842.693376131261,1032.83727990736,1014.63359827465,1513.14448526665,1517.33857749375,1034.20702757384,1171.96084694854,1032.26807853981,1101.66321627761,821.45183547001,1327.20839442294,1261.93993358325,1330.21671137302,1406.02811804464,1410.03230503694,1390.84545181295,1388.38623719809,1403.74748680159,1414.40256735508,744.572254914721,709.479114001731,713.180140192361,637.776774494387,626.783286176139,629.536850306971,585.744843018768,507.401790204526,485.066148824713,440.445704020283,340.543798773021,344.846701129055,300.669270907477,204.211631336444,193.464779616269,117.461293100696,70.0866509491114,169.33147808422,176.332702115243,18.4702137881054,320.342938188421,327.010550042077,322.467526607892,264.248802004864,261.379021226867,339.537002931845,435.486329936866,437.540341636554,231.744725189041,429.444269662827,448.182879288933,273.361783423126,249.090559403598,495.838022272283,577.752107066731,450.999042728624,477.567224764748,484.489052741621,484.009253904085,510.089923751877,401.43146541851,754.715756753839,651.218375632194,598.237957387095,881.826917826852,870.398919410309,541.74158427794,1457.87567862327,919.727243834076,752.986728176859,762.899852388385,931.882756231403,1008.94543914296,1108.45203146104,1124.35918648855,1099.90290646713,795.098157726363,1135.63767674195,994.623267393335,1140.5476452697,919.687087021985,954.135164691948,896.128288756307,1105.53808598512,1223.62061383305,1197.30748424135,1650.40606380901,1770.58252953028,1519.29768772153,1330.24302994644,1341.43664384986,1688.05832770576,1653.96182288387,1631.12209169216,1434.90924229244,2176.28797224908,2267.51619442159,2467.74808960711
"Orne",3285.75828045066,3104.41637013167,3083.03318878573,2961.46525778672,2938.70793640692,2821.65145252981,2797.66994117301,2755.77094316921,2742.6711859584,2697.36737251394,2722.64370484146,2493.46626829219,2440.63893615142,2430.78009861668,2282.82001924672,2213.17113804388,2160.89290004375,2097.93490891141,2083.89468216463,2061.3312299004,2040.49698948166,2025.77870630605,1973.12835773313,1966.35785405133,1971.40258200706,1959.14422323642,1840.28635950433,1174.98079250358,1174.69607300745,1164.07921794383,1196.78617468974,1206.70624121827,1206.70624121827,1141.65238865002,1300.63535337758,1130.98411083682,1415.39430411426,1413.03336281617,1125.25958139721,1315.40348517332,1297.1998035406,1795.7106905326,1799.9047827597,1316.77323283979,1454.52705221449,1314.83428380576,1384.22942154356,1104.01804073596,1609.77459968889,1544.5061388492,1612.78291663897,1688.5943233106,1692.59851030289,1673.4116570789,1670.95244246404,1686.31369206754,1696.96877262103,1027.13846018067,992.045319267682,995.746345458312,920.342979760339,909.34949144209,912.103055572922,868.31104828472,789.967995470478,767.632354090664,723.011909286235,623.110004038973,627.412906395006,583.235476173428,486.777836602395,476.030984882221,335.74232465046,356.983946227152,336.701789574523,343.703013605546,320.342938188421,12.9266887189992,150.519404635138,145.976381200953,139.464357696922,136.594576918925,163.086847941536,272.792442919286,274.846454618974,385.323313648014,273.908035556431,292.646645182536,251.763984293714,222.866628028389,355.25510755282,437.169192347267,623.362776598341,649.930958634465,656.852786611338,656.372987773802,369.507009032413,573.795199288227,614.132842034375,823.58210950191,770.601691256812,741.244003107387,729.816004690845,714.105318147656,1630.23941249299,779.144329114611,925.350462046575,935.263586258101,791.299841511939,868.362524423492,967.86911674158,983.776271769085,959.319991747669,967.461891596079,1308.00141061167,854.040352673871,999.964730550239,1092.0508208917,1126.49889856166,1068.49202262602,964.95517126566,1083.03769911359,1056.72456952189,1509.82314908955,1629.99961481082,1378.71477300206,1189.66011522698,1200.85372913039,1547.4754129863,1513.37890816441,1490.5391769727,1294.32632757298,2035.70505752962,2126.93327970213,2327.16517488765
"Dives",3292.42589230431,3111.08398198532,3089.70080063939,2968.13286964038,2945.37554826058,2828.31906438347,2804.33755302666,2762.43855502287,2749.33879781206,2704.03498436759,2729.31131669512,2500.13388014584,2447.30654800508,2437.44771047033,2289.48763110038,2219.83874989754,2167.5605118974,2104.60252076507,2090.56229401829,2067.99884175405,2047.16460133531,2032.44631815971,1979.79596958678,1973.02546590499,1978.07019386072,1965.81183509007,1846.95397135798,1181.64840435724,1181.3636848611,1170.74682979749,1203.45378654339,1213.37385307193,1213.37385307193,1148.32000050368,1307.30296523124,1137.65172269047,1422.06191596792,1419.70097466982,1131.92719325087,1322.07109702697,1303.86741539425,1802.37830238626,1806.57239461335,1323.44084469345,1461.19466406815,1321.50189565942,1390.89703339722,1110.68565258962,1616.44221154255,1551.17375070285,1619.45052849263,1695.26193516425,1699.26612215655,1680.07926893256,1677.6200543177,1692.98130392119,1703.63638447469,1033.80607203433,998.712931121338,1002.41395731197,927.010591613995,916.017103295746,918.770667426578,874.978660138376,796.635607324134,774.299965944321,729.679521139891,629.777615892629,634.080518248662,589.903088027084,493.445448456052,482.698596735877,342.409936504116,363.651558080809,343.369401428179,350.370625459202,327.010550042077,150.519404635138,10.0333459900034,27.1400480470299,158.823424165504,155.953643387507,121.967797828269,215.270334945136,217.324346644824,391.826558567312,216.642770663859,235.381380289964,243.322365943705,214.296254889254,301.345831892117,383.259916686565,629.866021517639,656.434203553763,663.356031530636,662.8762326931,318.372075843449,580.298444207525,560.223566373673,830.085354421209,777.10493617611,687.334727446685,675.906729030143,720.608563066955,1636.74265741229,725.23505345391,931.853706965873,941.766831177399,737.390565851237,814.45324876279,913.959841080878,929.866996108383,905.410716086967,973.965136515377,1314.50465553097,800.13107701317,946.055454889537,1098.554065811,1133.00214348096,1074.99526754532,911.045895604958,1029.12842345288,1002.81529386119,1455.91387342884,1576.09033915011,1324.80549734136,1135.75083956628,1146.94445346969,1493.5661373256,1459.46963250371,1436.62990131199,1240.41705191227,1981.79578186891,2073.02400404142,2273.25589922695
"Touques",3287.88286887013,3106.54095855114,3085.1577772052,2963.58984620619,2940.83252482639,2823.77604094928,2799.79452959248,2757.89553158868,2744.79577437787,2699.49196093341,2724.76829326093,2495.59085671166,2442.76352457089,2432.90468703615,2284.94460766619,2215.29572646335,2163.01748846322,2100.05949733088,2086.0192705841,2063.45581831987,2042.62157790113,2027.90329472552,1975.2529461526,1968.4824424708,1973.52717042653,1961.26881165589,1842.4109479238,1177.10538092305,1176.82066142692,1166.2038063633,1198.91076310921,1208.83082963774,1208.83082963774,1143.77697706949,1302.75994179705,1133.10869925629,1417.51889253373,1415.15795123564,1127.38416981668,1317.52807359279,1299.32439196007,1797.83527895207,1802.02937117917,1318.89782125926,1456.65164063396,1316.95887222524,1386.35400996303,1106.14262915543,1611.89918810836,1546.63072726867,1614.90750505845,1690.71891173007,1694.72309872236,1675.53624549837,1673.07703088351,1688.43828048701,1699.0933610405,1029.26304860014,994.169907687153,997.870933877783,922.467568179809,911.47407986156,914.227643992392,870.43563670419,792.092583889948,769.756942510135,725.136497705705,625.234592458443,629.537494814477,585.360064592899,488.902425021866,478.155573301691,337.866913069931,359.108534646623,338.826377993993,345.827602025016,322.467526607892,145.976381200953,27.1400480470299,12.4636810785646,154.280400731318,151.410619953321,117.424774394083,210.72731151095,212.781323210638,387.283535133126,212.099747229673,230.838356855778,238.779342509519,209.753231455069,296.802808457932,378.71689325238,625.322998083454,651.891180119577,658.81300809645,658.333209258914,313.829052409264,575.755420773339,555.680542939488,825.542330987023,772.561912741924,682.7917040125,671.363705595957,716.065539632769,1632.1996339781,720.692030019724,927.310683531687,937.223807743213,732.847542417051,809.910225328604,909.416817646692,925.323972674198,900.867692652781,969.422113081191,1309.96163209678,795.588053578984,941.512431455352,1094.01104237681,1128.45912004678,1070.45224411114,906.502872170772,1024.5854000187,998.272270427,1451.37084999466,1571.54731571593,1320.26247390718,1131.20781613209,1142.40143003551,1489.02311389141,1454.92660906952,1432.08687787781,1235.87402847809,1977.25275843473,2068.48098060724,2268.71287579276
"Vire",3225.9403927805,3044.59848246151,3023.21530111557,2901.64737011657,2878.89004873677,2761.83356485966,2737.85205350285,2695.95305549906,2682.85329828825,2637.54948484378,2662.82581717131,2433.64838062203,2380.82104848126,2370.96221094652,2223.00213157657,2153.35325037373,2101.07501237359,2038.11702124125,2024.07679449448,2001.51334223024,1980.6791018115,1965.9608186359,1913.31047006297,1906.53996638117,1911.58469433691,1899.32633556626,1780.46847183417,1115.16290483342,1114.87818533729,1104.26133027368,1136.96828701958,1146.88835354812,1146.88835354812,1081.83450097986,1240.81746570742,1071.16622316666,1355.57641644411,1353.21547514601,1065.44169372706,1255.58559750316,1237.38191587044,1735.89280286245,1740.08689508954,1256.95534516964,1394.70916454434,1255.01639613561,1324.41153387341,1044.20015306581,1549.95671201874,1484.68825117904,1552.96502896882,1628.77643564044,1632.78062263274,1613.59376940875,1611.13455479389,1626.49580439738,1637.15088495088,967.320572510517,932.227431597526,935.928457788156,860.525092090183,849.531603771934,852.285167902766,808.493160614564,730.150107800322,707.814466420509,663.194021616079,563.292116368817,567.59501872485,523.417588503272,426.95994893224,416.213097212065,279.648188466903,300.42876052618,280.607653390966,287.608877421989,264.248802004864,139.464357696922,158.823424165504,154.280400731318,20.1257088272794,28.7367585166323,171.390867471902,280.602757837004,282.656769536691,325.587609445037,274.560697562965,293.299307189071,205.716348801407,181.445124781879,351.879227840258,433.793312634706,563.627072395365,590.195254431489,597.117082408362,596.637283570826,366.131129319852,514.05949508525,610.756962321814,763.846405298934,710.865987053836,737.868123394826,726.440124978283,654.36961394468,1570.50370829002,775.76844940205,865.614757843599,875.527882055125,787.923961799378,864.98664471093,964.493237029018,980.400392056524,955.944112035107,907.726187393102,1248.2657064087,850.66447296131,996.588850837678,1032.31511668873,1066.76319435869,1008.75631842305,961.579291553099,1079.66181940102,1053.34868980933,1506.44726937698,1626.62373509826,1375.3388932895,1186.28423551442,1197.47784941783,1544.09953327374,1510.00302845185,1487.16329726014,1290.95044786042,2032.32917781705,2123.55739998957,2323.78929517509
"Douve",3223.07061200251,3041.72870168351,3020.34552033758,2898.77758933857,2876.02026795877,2758.96378408166,2734.98227272486,2693.08327472106,2679.98351751025,2634.67970406578,2659.95603639331,2430.77859984403,2377.95126770327,2368.09243016852,2220.13235079857,2150.48346959573,2098.20523159559,2035.24724046326,2021.20701371648,1998.64356145224,1977.8093210335,1963.0910378579,1910.44068928497,1903.67018560318,1908.71491355891,1896.45655478826,1777.59869105617,1112.29312405543,1112.00840455929,1101.39154949568,1134.09850624158,1144.01857277012,1144.01857277012,1078.96472020187,1237.94768492943,1068.29644238866,1352.70663566611,1350.34569436801,1062.57191294906,1252.71581672516,1234.51213509244,1733.02302208445,1737.21711431154,1254.08556439164,1391.83938376634,1252.14661535761,1321.54175309541,1041.33037228781,1547.08693124074,1481.81847040104,1550.09524819082,1625.90665486244,1629.91084185474,1610.72398863075,1608.26477401589,1623.62602361939,1634.28110417288,964.450791732519,929.357650819529,933.058677010159,857.655311312186,846.661822993937,849.415387124769,805.623379836566,727.280327022324,704.944685642511,660.324240838082,560.42233559082,564.725237946853,520.547807725275,424.090168154242,413.343316434067,276.778407688906,297.558979748183,277.737872612968,284.739096643991,261.379021226867,136.594576918925,155.953643387507,151.410619953321,28.7367585166323,16.2698227204234,168.521086693904,277.732977059006,279.786988758694,322.71782866704,271.690916784968,290.429526411073,202.84656802341,178.575344003882,349.009447062261,430.923531856708,560.757291617367,587.325473653491,594.247301630364,593.767502792828,363.261348541854,511.189714307253,607.887181543816,760.976624520937,707.996206275838,734.998342616829,723.570344200286,651.499833166683,1567.63392751202,772.898668624053,862.744977065601,872.658101277127,785.05418102138,862.116863932933,961.623456251021,977.530611278526,953.07433125711,904.856406615105,1245.3959256307,847.794692183312,993.71907005968,1029.44533591073,1063.89341358069,1005.88653764505,958.709510775101,1076.79203862303,1050.47890903133,1503.57748859899,1623.75395432026,1372.4691125115,1183.41445473642,1194.60806863983,1541.22975249574,1507.13324767385,1484.29351648214,1288.08066708242,2029.45939703906,2120.68761921157,2320.91951439709
"Seine",3304.95234519408,3123.61043487509,3102.22725352915,2980.65932253014,2957.90200115034,2840.84551727323,2816.86400591643,2774.96500791263,2761.86525070183,2716.56143725736,2741.83776958488,2512.66033303561,2459.83300089484,2449.9741633601,2302.01408399014,2232.3652027873,2180.08696478717,2117.12897365483,2103.08874690806,2080.52529464382,2059.69105422508,2044.97277104948,1992.32242247655,1985.55191879475,1990.59664675049,1978.33828797984,1859.48042424775,1194.174857247,1193.89013775087,1183.27328268725,1215.98023943316,1225.9003059617,1225.9003059617,1160.84645339344,1319.829418121,1150.17817558024,1434.58836885769,1432.22742755959,1144.45364614064,1334.59754991674,1316.39386828402,1814.90475527603,1819.09884750312,1335.96729758322,1473.72111695792,1334.02834854919,1403.42348628699,1123.21210547938,1628.96866443231,1563.70020359262,1631.9769813824,1707.78838805402,1711.79257504631,1692.60572182233,1690.14650720747,1705.50775681096,1716.16283736446,1046.3325249241,1011.23938401111,1014.94041020174,939.537044503762,928.543556185513,931.297120316345,887.505113028143,809.162060213901,786.826418834088,742.205974029658,642.304068782396,646.606971138429,602.429540916852,505.971901345819,495.225049625644,354.936389393884,376.178010970576,355.895854317946,362.897078348969,339.537002931845,163.086847941536,121.967797828269,117.424774394083,171.390867471902,168.521086693904,25.8441006969858,224.030266198923,226.084277898611,404.31191972349,225.316938475095,244.0555481012,252.125067346873,223.056186143043,307.094272848495,389.008357642943,642.351382673817,668.919564709941,675.841392686814,675.361593849278,324.056375299885,592.783805363703,565.972007330051,842.570715577386,789.590297332288,693.083168403063,681.65516998652,733.093924223132,1649.22801856847,730.983494410288,944.339068122051,954.252192333577,743.139006807615,820.201689719167,919.708282037256,935.615437064761,911.159157043345,986.450497671555,1326.99001668715,805.879517969547,951.803895845915,1111.03942696718,1145.48750463714,1087.4806287015,916.794336561336,1034.87686440926,1008.56373481756,1461.66231438522,1581.83878010649,1330.55393829774,1141.49928052266,1152.69289442607,1499.31457828197,1465.21807346009,1442.37834226837,1246.16549286865,1987.54422282529,2078.7724449978,2279.00434018332
"Bresle",3400.65451662393,3219.31260630494,3197.929424959,3076.36149396,3053.6041725802,2936.54768870308,2912.56617734628,2870.66717934248,2857.56742213168,2812.26360868721,2837.53994101474,2608.36250446546,2555.53517232469,2545.67633478995,2397.71625541999,2328.06737421716,2275.78913621702,2212.83114508468,2198.79091833791,2176.22746607367,2155.39322565493,2140.67494247932,2088.0245939064,2081.2540902246,2086.29881818033,2074.04045940969,1955.1825956776,1289.87702867685,1289.59230918072,1278.9754541171,1311.68241086301,1321.60247739154,1321.60247739154,1256.54862482329,1415.53158955085,1245.88034701009,1530.29054028754,1527.92959898944,1240.15581757049,1430.29972134659,1412.09603971387,1910.60692670587,1914.80101893297,1431.66946901307,1569.42328838777,1429.73051997904,1499.12565771684,1218.91427690923,1724.67083586216,1659.40237502247,1727.67915281225,1803.49055948387,1807.49474647616,1788.30789325218,1785.84867863732,1801.20992824081,1811.86500879431,1142.03469635395,1106.94155544096,1110.64258163159,1035.23921593361,1024.24572761536,1026.9992917462,983.207284457994,904.864231643752,882.528590263939,837.908145459509,738.006240212247,742.30914256828,698.131712346703,601.67407277567,590.927221055495,450.885716398905,472.127337975597,451.845181322967,458.84640535399,435.486329936866,272.792442919286,215.270334945136,210.72731151095,280.602757837004,277.732977059006,224.030266198923,21.6597788500218,114.889451852492,486.467810777363,118.940545508005,137.67915513411,309.97085558563,277.343194318871,203.847071390215,285.761156184663,724.465980383457,751.034162419581,757.955990396454,757.476191558918,224.201060182839,674.898403073342,462.724805871771,924.685313287027,871.704895041928,589.835966944783,578.40796852824,815.208521932773,1731.3426162781,627.736292952007,1026.45366583169,1036.36679004322,639.891805349335,716.954488260887,816.461080578975,832.368235606481,807.911955585064,1068.5650953812,1409.10461439678,702.632316511267,848.556694387635,1193.15402467682,1227.60210234678,1169.59522641114,813.547135103055,931.629662950982,905.316533359283,1358.41511292694,1478.59157864821,1227.30673683946,1038.25207906438,1049.44569296779,1396.06737682369,1361.97087200181,1339.13114081009,1142.91829141037,1884.29702136701,1975.52524353952,2175.75713872504
"Somme",3402.70852832362,3221.36661800463,3199.98343665869,3078.41550565968,3055.65818427988,2938.60170040277,2914.62018904597,2872.72119104217,2859.62143383137,2814.3176203869,2839.59395271442,2610.41651616515,2557.58918402438,2547.73034648964,2399.77026711968,2330.12138591684,2277.84314791671,2214.88515678437,2200.84493003759,2178.28147777336,2157.44723735462,2142.72895417901,2090.07860560609,2083.30810192429,2088.35282988002,2076.09447110938,1957.23660737729,1291.93104037654,1291.64632088041,1281.02946581679,1313.7364225627,1323.65648909123,1323.65648909123,1258.60263652298,1417.58560125054,1247.93435870978,1532.34455198723,1529.98361068913,1242.20982927017,1432.35373304628,1414.15005141356,1912.66093840556,1916.85503063266,1433.72348071276,1571.47730008745,1431.78453167873,1501.17966941652,1220.96828860892,1726.72484756185,1661.45638672216,1729.73316451194,1805.54457118356,1809.54875817585,1790.36190495186,1787.902690337,1803.2639399405,1813.91902049399,1144.08870805363,1108.99556714064,1112.69659333127,1037.2932276333,1026.29973931505,1029.05330344588,985.261296157682,906.91824334344,884.582601963627,839.962157159197,740.060251911935,744.363154267968,700.18572404639,603.728084475357,592.981232755183,452.939728098593,474.181349675285,453.899193022655,460.900417053678,437.540341636554,274.846454618974,217.324346644824,212.781323210638,282.656769536691,279.786988758694,226.084277898611,114.889451852492,21.7352504371596,488.521822477051,120.994557207693,139.733166833798,312.024867285318,279.397206018559,205.901083089903,287.815167884351,726.519992083145,753.088174119269,760.010002096142,759.530203258606,226.255071882527,676.95241477303,464.778817571458,926.739324986715,873.758906741616,591.889978644471,580.461980227928,817.26253363246,1733.39662797779,629.790304651695,1028.50767753138,1038.42080174291,641.945817049022,719.008499960575,818.515092278663,834.422247306168,809.965967284752,1070.61910708088,1411.15862609647,704.686328210955,850.610706087322,1195.20803637651,1229.65611404647,1171.64923811083,815.601146802743,933.683674650669,907.370545058971,1360.46912462663,1480.6455903479,1229.36074853915,1040.30609076406,1051.49970466748,1398.12138852338,1364.02488370149,1341.18515250978,1144.97230311006,1886.3510330667,1977.57925523921,2177.81115042473
"Tamar",3140.72337893649,2959.3814686175,2937.99828727156,2816.43035627256,2793.67303489275,2676.61655101564,2652.63503965884,2610.73604165504,2597.63628444424,2552.33247099977,2577.60880332729,2348.43136677802,2295.60403463725,2285.74519710251,2137.78511773255,2068.13623652971,2015.85799852958,1952.90000739724,1938.85978065046,1916.29632838623,1895.46208796749,1880.74380479188,1828.09345621896,1821.32295253716,1826.3676804929,1814.10932172225,1695.25145799016,1029.94589098941,1029.66117149328,1019.04431642966,1051.75127317557,1061.67133970411,1061.67133970411,996.617487135853,1155.60045186341,985.94920932265,1270.3594026001,1267.998461302,980.224679883045,1170.36858365915,1152.16490202643,1650.67578901843,1654.86988124553,1171.73833132563,1309.49215070033,1169.7993822916,1239.1945200294,958.983139221794,1464.73969817472,1399.47123733503,1467.74801512481,1543.55942179643,1547.56360878872,1528.37675556474,1525.91754094988,1541.27879055337,1551.93387110687,882.103558666505,847.010417753516,850.711443944146,775.308078246172,764.314589927923,767.068154058755,723.276146770553,644.933093956311,622.597452576497,577.977007772068,478.075102524806,482.378004880839,438.200574659261,341.742935088228,330.996083368054,296.405468602249,228.500114309986,316.971012004082,323.972236035105,231.744725189041,385.323313648014,391.826558567312,387.283535133126,325.587609445037,322.71782866704,404.31191972349,486.467810777363,488.521822477051,29.0187679852696,480.425750503324,499.16436012943,281.701031541419,257.429807521891,546.653928568433,628.568013362881,302.746591892006,329.31477392813,336.236601905003,335.756803067467,560.905830048027,253.179014581891,805.531663049989,502.965924795575,449.985506550477,932.642824123002,921.214825706459,393.489133441321,1309.62322778666,970.543150130226,604.73427734024,614.647401551766,982.698662527553,1059.76134543911,1159.26793775719,1175.1750927847,1150.71881276328,646.845706889744,987.385225905336,1045.43917368949,1191.36355156585,771.434636185367,805.88271385533,747.875837919689,1156.35399228127,1274.4365201292,1248.1233905375,1701.22197010516,1821.39843582643,1570.11359401768,1381.05893624259,1392.25255014601,1738.87423400191,1704.77772918002,1681.93799798831,1485.72514858859,2227.10387854523,2318.33210071774,2518.56399590326
"Authie",3394.61245634989,3213.2705460309,3191.88736468497,3070.31943368596,3047.56211230616,2930.50562842905,2906.52411707224,2864.62511906845,2851.52536185764,2806.22154841317,2831.4978807407,2602.32044419142,2549.49311205066,2539.63427451591,2391.67419514596,2322.02531394312,2269.74707594298,2206.78908481064,2192.74885806387,2170.18540579963,2149.35116538089,2134.63288220529,2081.98253363236,2075.21202995057,2080.2567579063,2067.99839913565,1949.14053540356,1283.83496840282,1283.55024890668,1272.93339384307,1305.64035058897,1315.56041711751,1315.56041711751,1250.50656454926,1409.48952927681,1239.83828673605,1524.2484800135,1521.8875387154,1234.11375729645,1424.25766107255,1406.05397943983,1904.56486643184,1908.75895865893,1425.62740873903,1563.38122811373,1423.688459705,1493.0835974428,1212.8722166352,1718.62877558813,1653.36031474843,1721.63709253821,1797.44849920983,1801.45268620213,1782.26583297814,1779.80661836328,1795.16786796677,1805.82294852027,1135.99263607991,1100.89949516692,1104.60052135755,1029.19715565957,1018.20366734133,1020.95723147216,977.165224183956,898.822171369713,876.4865299899,831.866085185471,731.964179938209,736.267082294242,692.089652072664,595.632012501631,584.885160781457,444.843656124866,466.085277701558,445.803121048929,452.804345079952,429.444269662827,273.908035556431,216.642770663859,212.099747229673,274.560697562965,271.690916784968,225.316938475095,118.940545508005,120.994557207693,480.425750503324,13.0263951356076,106.828307695431,303.928795311592,271.301134044833,172.996223951536,254.910308745984,718.423920109419,744.992102145543,751.913930122415,751.434131284879,193.35021274416,668.856342799304,431.873958433091,918.643253012989,865.66283476789,558.985119506104,547.557121089561,809.166461658734,1725.30055600407,596.885445513328,1020.41160555765,1030.32472976918,609.040957910656,686.103640822208,785.610233140296,801.517388167802,777.061108146385,1062.52303510716,1403.06255412275,671.781469072588,817.705846948956,1187.11196440278,1221.56004207274,1163.5531661371,782.696287664376,900.778815512302,874.465685920604,1327.56426548826,1447.74073120953,1196.45588940078,1007.4012316257,1018.59484552911,1365.21652938501,1331.12002456313,1308.28029337141,1112.06744397169,1853.44617392833,1944.67439610084,2144.90629128636
